Date,Ticker,Close,Buy,Sell,Actual_Sharpe,Best_Prediction
2021-12-01 00:00:00-05:00,AAT,28.158159255981445,-1.0,-1.0,-1.0,-1.0141661958099095
2021-12-02 00:00:00-05:00,AAT,29.273164749145508,-1.0,-1.0,-1.0,-1.0061643263386133
2021-12-03 00:00:00-05:00,AAT,29.131710052490234,-1.0,-1.0,-1.0,-1.0142432070153944
2021-12-06 00:00:00-05:00,AAT,30.28000831604004,-1.0,-1.0,-1.0,-1.022041787468297
2021-12-07 00:00:00-05:00,AAT,30.21344566345215,30.21344566345215,-1.0,-1.0,-1.003228586151138
2021-12-08 00:00:00-05:00,AAT,30.632944107055664,-1.0,-1.0,-1.0,-1.0199879646301198
2021-12-09 00:00:00-05:00,AAT,30.09597587585449,-1.0,-1.0,-1.0,-1.0020879234861528
2021-12-10 00:00:00-05:00,AAT,30.00367927551269,-1.0,-1.0,-1.0,-1.005910174654474
2021-12-13 00:00:00-05:00,AAT,29.86104965209961,-1.0,-1.0,-1.0,-1.011042236264041
2021-12-14 00:00:00-05:00,AAT,29.374406814575195,-1.0,-1.0,-1.0,-1.0036586460084345
2021-12-15 00:00:00-05:00,AAT,29.78553009033203,-1.0,-1.0,-1.0,-1.024149103300206
2021-12-16 00:00:00-05:00,AAT,29.684852600097656,-1.0,-1.0,-1.0,-0.9950930636079998
2021-12-17 00:00:00-05:00,AAT,29.91138458251953,-1.0,-1.0,-1.0,-1.0177132290796511
2021-12-20 00:00:00-05:00,AAT,29.240161895751957,-1.0,29.240161895751957,-1.1173338790150025,-0.9512255130674458
2021-12-21 00:00:00-05:00,AAT,30.297340393066406,-1.0,-1.0,-1.0,-1.0225315707490872
2021-12-22 00:00:00-05:00,AAT,30.49031639099121,-1.0,-1.0,-1.0,-1.0184489899873972
2021-12-23 00:00:00-05:00,AAT,30.50709724426269,30.50709724426269,-1.0,-1.0,-0.9990216144664104
2021-12-27 00:00:00-05:00,AAT,30.817529678344727,-1.0,-1.0,-1.0,-1.024052848472846
2021-12-28 00:00:00-05:00,AAT,30.691686630249023,-1.0,-1.0,-1.0,-1.011447683253677
2021-12-29 00:00:00-05:00,AAT,30.842702865600582,-1.0,-1.0,-1.0,-1.008925298285413
2021-12-30 00:00:00-05:00,AAT,31.463592529296875,-1.0,-1.0,-1.0,-1.0271436612686122
2021-12-31 00:00:00-05:00,AAT,31.48876190185547,-1.0,-1.0,-1.0,-1.0162936920118757
2022-01-03 00:00:00-05:00,AAT,31.59783363342285,-1.0,-1.0,-1.0,-1.0163900092536835
2022-01-04 00:00:00-05:00,AAT,32.24388885498047,-1.0,-1.0,-1.0,-1.030071227432111
2022-01-05 00:00:00-05:00,AAT,31.916662216186523,-1.0,-1.0,-1.0,-1.00637394324354
2022-01-06 00:00:00-05:00,AAT,32.24388885498047,-1.0,-1.0,-1.0,-1.016361182517897
2022-01-07 00:00:00-05:00,AAT,32.378135681152344,-1.0,-1.0,-1.0,-1.0084965427158954
2022-01-10 00:00:00-05:00,AAT,32.1767578125,-1.0,-1.0,-1.0,-0.9981785222525356
2022-01-11 00:00:00-05:00,AAT,32.1767578125,-1.0,-1.0,-1.0,-1.0009775742143576
2022-01-12 00:00:00-05:00,AAT,31.87471389770508,-1.0,-1.0,-1.0,-0.9962959859370616
2022-01-13 00:00:00-05:00,AAT,32.52076721191406,-1.0,-1.0,-1.0,-1.0179143379585904
2022-01-14 00:00:00-05:00,AAT,32.6214485168457,-1.0,-1.0,-1.0,-1.0119668013909031
2022-01-18 00:00:00-05:00,AAT,32.311004638671875,-1.0,-1.0,-1.0,-1.0017242624352778
2022-01-19 00:00:00-05:00,AAT,31.287389755249023,-1.0,31.287389755249023,-0.9508211201642542,-0.9473005256606838
2022-01-20 00:00:00-05:00,AAT,30.129533767700195,-1.0,-1.0,-1.0,-1.027200010414148
2022-01-21 00:00:00-05:00,AAT,29.827486038208008,-1.0,-1.0,-1.0,-1.0188233017834358
2022-01-24 00:00:00-05:00,AAT,29.693235397338867,-1.0,-1.0,-1.0,-1.01963222261944
2022-01-25 00:00:00-05:00,AAT,29.80231094360352,-1.0,-1.0,-1.0,-1.0181526984432094
2022-01-26 00:00:00-05:00,AAT,29.584163665771484,-1.0,-1.0,-1.0,-1.020325355974829
2022-01-27 00:00:00-05:00,AAT,29.12270164489746,-1.0,-1.0,-1.0,-1.018990022889764
2022-01-28 00:00:00-05:00,AAT,29.83587646484375,-1.0,-1.0,-1.0,-1.0240556716590274
2022-01-31 00:00:00-05:00,AAT,30.17987632751465,-1.0,-1.0,-1.0,-1.0211773783144378
2022-02-01 00:00:00-05:00,AAT,30.070804595947266,-1.0,-1.0,-1.0,-1.0213738819764158
2022-02-02 00:00:00-05:00,AAT,30.129533767700195,-1.0,-1.0,-1.0,-1.0196375412838332
2022-02-03 00:00:00-05:00,AAT,29.49187469482422,-1.0,-1.0,-1.0,-1.0225269626387317
2022-02-04 00:00:00-05:00,AAT,29.483474731445312,-1.0,-1.0,-1.0,-1.0221151743503762
2022-02-07 00:00:00-05:00,AAT,29.517038345336918,-1.0,-1.0,-1.0,-1.0212168160144013
2022-02-08 00:00:00-05:00,AAT,29.449922561645508,-1.0,-1.0,-1.0,-1.020703970953349
2022-02-09 00:00:00-05:00,AAT,29.877824783325195,29.877824783325195,-1.0,-1.0,-1.0068097382512295
2022-02-10 00:00:00-05:00,AAT,29.483474731445312,-1.0,-1.0,-1.0,-1.0072899786625389
2022-02-11 00:00:00-05:00,AAT,29.684852600097656,-1.0,-1.0,-1.0,-1.0091938043319977
2022-02-14 00:00:00-05:00,AAT,29.26533889770508,-1.0,-1.0,-1.0,-1.005096108103233
2022-02-15 00:00:00-05:00,AAT,29.718406677246094,-1.0,-1.0,-1.0,-1.024051125595319
2022-02-16 00:00:00-05:00,AAT,30.54905128479004,-1.0,-1.0,-1.0,-1.034762476816177
2022-02-17 00:00:00-05:00,AAT,30.993730545043945,-1.0,-1.0,-1.0,-1.017192288759868
2022-02-18 00:00:00-05:00,AAT,30.78397560119629,-1.0,-1.0,-1.0,-1.003911124551882
2022-02-22 00:00:00-05:00,AAT,30.322513580322266,-1.0,-1.0,-1.0,-1.006603541436891
2022-02-23 00:00:00-05:00,AAT,29.944944381713867,-1.0,-1.0,-1.0,-1.0088948643892957
2022-02-24 00:00:00-05:00,AAT,30.112754821777344,-1.0,30.112754821777344,0.4606808463837458,-1.4726182184279564
2022-02-25 00:00:00-05:00,AAT,30.9517765045166,-1.0,-1.0,-1.0,-1.0292561190415113
2022-02-28 00:00:00-05:00,AAT,30.674903869628903,-1.0,-1.0,-1.0,-1.0182214474384534
2022-03-01 00:00:00-05:00,AAT,30.41481208801269,-1.0,-1.0,-1.0,-1.0206135868406854
2022-03-02 00:00:00-05:00,AAT,31.06924819946289,31.06924819946289,-1.0,-1.0,-1.0195237709288172
2022-03-03 00:00:00-05:00,AAT,31.18671226501465,-1.0,-1.0,-1.0,-1.0127504031058858
2022-03-04 00:00:00-05:00,AAT,31.55588722229004,-1.0,-1.0,-1.0,-1.0167898020182533
2022-03-07 00:00:00-05:00,AAT,31.09441947937012,-1.0,-1.0,-1.0,-1.0109900055223875
2022-03-08 00:00:00-05:00,AAT,31.018909454345703,-1.0,-1.0,-1.0,-1.0092937085840237
2022-03-09 00:00:00-05:00,AAT,30.917341232299805,-1.0,-1.0,-1.0,-0.9980494062442802
2022-03-10 00:00:00-05:00,AAT,31.09507369995117,-1.0,-1.0,-1.0,-1.0070436278685122
2022-03-11 00:00:00-05:00,AAT,30.79885482788086,-1.0,-1.0,-1.0,-1.0095473072482413
2022-03-14 00:00:00-04:00,AAT,30.578798294067383,-1.0,-1.0,-1.0,-1.011432672288432
2022-03-15 00:00:00-04:00,AAT,30.528017044067383,-1.0,30.528017044067383,-0.9914942331902514,-0.9155474525021792
2022-03-16 00:00:00-04:00,AAT,30.79038429260254,-1.0,-1.0,-1.0,-1.0224350921631002
2022-03-17 00:00:00-04:00,AAT,31.45901107788086,-1.0,-1.0,-1.0,-1.021457395367296
2022-03-18 00:00:00-04:00,AAT,31.39130401611328,-1.0,-1.0,-1.0,-1.0140535916336664
2022-03-21 00:00:00-04:00,AAT,30.756534576416016,30.756534576416016,-1.0,-1.0,-0.996389871420041
2022-03-22 00:00:00-04:00,AAT,30.875024795532227,-1.0,-1.0,-1.0,-1.0053494242505356
2022-03-23 00:00:00-04:00,AAT,30.48570251464844,-1.0,-1.0,-1.0,-1.0048763423349911
2022-03-24 00:00:00-04:00,AAT,30.51955986022949,-1.0,-1.0,-1.0,-1.0108629350206215
2022-03-25 00:00:00-04:00,AAT,31.23049736022949,-1.0,-1.0,-1.0,-1.0271375387456656
2022-03-28 00:00:00-04:00,AAT,31.39975929260254,-1.0,-1.0,-1.0,-1.0068025638357114
2022-03-29 00:00:00-04:00,AAT,32.87242126464844,-1.0,-1.0,-1.0,-1.004728279041514
2022-03-30 00:00:00-04:00,AAT,32.559268951416016,-1.0,-1.0,-1.0,-1.0026086008662
2022-03-31 00:00:00-04:00,AAT,32.068389892578125,-1.0,-1.0,-1.0,-0.9999351475627706
2022-04-01 00:00:00-04:00,AAT,32.762393951416016,-1.0,-1.0,-1.0,-1.0226540163151276
2022-04-04 00:00:00-04:00,AAT,32.00914001464844,-1.0,-1.0,-1.0,-1.001784015200125
2022-04-05 00:00:00-04:00,AAT,31.18817138671875,-1.0,-1.0,-1.0,-1.0068509838324813
2022-04-06 00:00:00-04:00,AAT,31.382837295532227,-1.0,31.382837295532227,-0.9750263106431152,-0.8027097957809
2022-04-07 00:00:00-04:00,AAT,30.53647994995117,-1.0,-1.0,-1.0,-1.0100949921492757
2022-04-08 00:00:00-04:00,AAT,30.291034698486328,-1.0,-1.0,-1.0,-1.012560625477658
2022-04-11 00:00:00-04:00,AAT,29.92710494995117,-1.0,-1.0,-1.0,-1.0128721949700668
2022-04-12 00:00:00-04:00,AAT,29.93557357788086,-1.0,-1.0,-1.0,-1.0134451899718138
2022-04-13 00:00:00-04:00,AAT,30.57033348083496,-1.0,-1.0,-1.0,-1.0193164028713075
2022-04-14 00:00:00-04:00,AAT,30.54494857788086,-1.0,-1.0,-1.0,-1.0139670970687156
2022-04-18 00:00:00-04:00,AAT,30.316431045532227,-1.0,-1.0,-1.0,-1.011025223391994
2022-04-19 00:00:00-04:00,AAT,30.79038429260254,-1.0,-1.0,-1.0,-1.016039067198371
2022-04-20 00:00:00-04:00,AAT,31.137392044067383,-1.0,-1.0,-1.0,-1.0145904022624888
2022-04-21 00:00:00-04:00,AAT,31.196645736694336,31.196645736694336,-1.0,-1.0,-0.9990372575306184
2022-04-22 00:00:00-04:00,AAT,30.89195442199707,-1.0,-1.0,-1.0,-1.0033093409652425
2022-04-25 00:00:00-04:00,AAT,30.93426513671875,-1.0,-1.0,-1.0,-1.0098756048269455
2022-04-26 00:00:00-04:00,AAT,30.341815948486328,-1.0,-1.0,-1.0,-1.0025885814102171
2022-04-27 00:00:00-04:00,AAT,31.492860794067383,-1.0,-1.0,-1.0,-0.9840042464243056
2022-04-28 00:00:00-04:00,AAT,32.11069869995117,-1.0,-1.0,-1.0,-1.02581614356814
2022-04-29 00:00:00-04:00,AAT,30.97658348083496,-1.0,-1.0,-1.0,-0.9914771144881313
2022-05-02 00:00:00-04:00,AAT,29.842472076416016,-1.0,29.842472076416016,-1.5851976873877875,-1.497304184583201
2022-05-03 00:00:00-04:00,AAT,30.02867126464844,-1.0,-1.0,-1.0,-1.0133273372359315
2022-05-04 00:00:00-04:00,AAT,30.47723388671875,-1.0,-1.0,-1.0,-1.0173956878159618
2022-05-05 00:00:00-04:00,AAT,29.487003326416016,-1.0,-1.0,-1.0,-0.9947104025710424
2022-05-06 00:00:00-04:00,AAT,29.09767723083496,-1.0,-1.0,-1.0,-0.9972954101147256
2022-05-09 00:00:00-04:00,AAT,28.056663513183597,-1.0,-1.0,-1.0,-1.0047693991277216
2022-05-10 00:00:00-04:00,AAT,27.37111473083496,-1.0,-1.0,-1.0,-1.000128903016876
2022-05-11 00:00:00-04:00,AAT,27.015647888183597,-1.0,-1.0,-1.0,-1.0017707253628187
2022-05-12 00:00:00-04:00,AAT,27.37111473083496,-1.0,-1.0,-1.0,-1.0037414176944952
2022-05-13 00:00:00-04:00,AAT,27.836612701416016,-1.0,-1.0,-1.0,-1.006622765903577
2022-05-16 00:00:00-04:00,AAT,27.777366638183597,-1.0,-1.0,-1.0,-1.0037514987765428
2022-05-17 00:00:00-04:00,AAT,28.40367126464844,-1.0,-1.0,-1.0,-1.0070750937937798
2022-05-18 00:00:00-04:00,AAT,27.718122482299805,-1.0,-1.0,-1.0,-1.0002798404449589
2022-05-19 00:00:00-04:00,AAT,27.007179260253903,-1.0,-1.0,-1.0,-0.999989882969047
2022-05-20 00:00:00-04:00,AAT,26.820985794067383,-1.0,-1.0,-1.0,-1.003087168550017
2022-05-23 00:00:00-04:00,AAT,27.303409576416016,-1.0,-1.0,-1.0,-1.0056310266006707
2022-05-24 00:00:00-04:00,AAT,27.735050201416016,27.735050201416016,-1.0,-1.0,-1.005125044234456
2022-05-25 00:00:00-04:00,AAT,27.972023010253903,-1.0,-1.0,-1.0,-1.0101827542980435
2022-05-26 00:00:00-04:00,AAT,28.14129638671875,-1.0,-1.0,-1.0,-1.0085057039919634
2022-05-27 00:00:00-04:00,AAT,28.911481857299805,-1.0,-1.0,-1.0,-1.0006808660577666
2022-05-31 00:00:00-04:00,AAT,28.86069869995117,-1.0,-1.0,-1.0,-0.9949829480995712
2022-06-01 00:00:00-04:00,AAT,28.183616638183597,-1.0,-1.0,-1.0,-0.9904869478984316
2022-06-02 00:00:00-04:00,AAT,28.27671432495117,-1.0,-1.0,-1.0,-1.0010233118727956
2022-06-03 00:00:00-04:00,AAT,27.878925323486328,-1.0,-1.0,-1.0,-0.999090995666801
2022-06-06 00:00:00-04:00,AAT,27.286481857299805,-1.0,27.286481857299805,-0.9883053349234454,-0.9652782663024068
2022-06-07 00:00:00-04:00,AAT,27.878925323486328,-1.0,-1.0,-1.0,-1.0088387899417095
2022-06-08 00:00:00-04:00,AAT,27.18665885925293,-1.0,-1.0,-1.0,-0.9843164930731232
2022-06-09 00:00:00-04:00,AAT,26.63967514038086,-1.0,-1.0,-1.0,-1.0056780298636057
2022-06-10 00:00:00-04:00,AAT,26.383277893066406,-1.0,-1.0,-1.0,-1.0068105197340809
2022-06-13 00:00:00-04:00,AAT,25.161115646362305,-1.0,-1.0,-1.0,-1.0119189488014748
2022-06-14 00:00:00-04:00,AAT,24.614133834838867,-1.0,-1.0,-1.0,-1.0058432946757012
2022-06-15 00:00:00-04:00,AAT,25.238037109375,-1.0,-1.0,-1.0,-0.999787472748936
2022-06-16 00:00:00-04:00,AAT,24.665416717529297,-1.0,-1.0,-1.0,-0.9923828614365526
2022-06-17 00:00:00-04:00,AAT,25.22094345092773,-1.0,-1.0,-1.0,-0.9740256130406868
2022-06-21 00:00:00-04:00,AAT,24.96454429626465,-1.0,-1.0,-1.0,-0.9929702781882694
2022-06-22 00:00:00-04:00,AAT,24.990182876586918,-1.0,-1.0,-1.0,-0.9925701793424688
2022-06-23 00:00:00-04:00,AAT,25.289316177368164,-1.0,-1.0,-1.0,-0.9916784739702252
2022-06-24 00:00:00-04:00,AAT,26.007230758666992,26.007230758666992,-1.0,-1.0,-0.9892458290815116
2022-06-27 00:00:00-04:00,AAT,25.89612197875977,-1.0,-1.0,-1.0,-0.9933177442903044
2022-06-28 00:00:00-04:00,AAT,25.656818389892575,-1.0,-1.0,-1.0,-0.9894060788052812
2022-06-29 00:00:00-04:00,AAT,25.40041923522949,-1.0,-1.0,-1.0,-0.9919181807318398
2022-06-30 00:00:00-04:00,AAT,25.38332748413086,-1.0,-1.0,-1.0,-0.9914053652602892
2022-07-01 00:00:00-04:00,AAT,25.79356384277344,-1.0,-1.0,-1.0,-1.0006590458167095
2022-07-05 00:00:00-04:00,AAT,26.032867431640625,-1.0,-1.0,-1.0,-0.991713676705252
2022-07-06 00:00:00-04:00,AAT,25.554256439208984,-1.0,-1.0,-1.0,-0.9948873621681564
2022-07-07 00:00:00-04:00,AAT,25.60553932189941,-1.0,-1.0,-1.0,-0.9911811039336454
2022-07-08 00:00:00-04:00,AAT,25.238037109375,-1.0,-1.0,-1.0,-0.9952628061803734
2022-07-11 00:00:00-04:00,AAT,24.92180824279785,-1.0,24.92180824279785,-1.102982183764943,-0.8626367439236902
2022-07-12 00:00:00-04:00,AAT,25.52861785888672,-1.0,-1.0,-1.0,-0.9889782684399148
2022-07-13 00:00:00-04:00,AAT,25.09274673461914,-1.0,-1.0,-1.0,-0.9930641775414466
2022-07-14 00:00:00-04:00,AAT,24.673961639404297,-1.0,-1.0,-1.0,-0.993574868877409
2022-07-15 00:00:00-04:00,AAT,25.09274673461914,-1.0,-1.0,-1.0,-0.993831485821958
2022-07-18 00:00:00-04:00,AAT,25.238037109375,-1.0,-1.0,-1.0,-0.9921356746164104
2022-07-19 00:00:00-04:00,AAT,25.73373794555664,-1.0,-1.0,-1.0,-0.9919453771261058
2022-07-20 00:00:00-04:00,AAT,25.750829696655277,25.750829696655277,-1.0,-1.0,-0.9925701992018916
2022-07-21 00:00:00-04:00,AAT,25.46024703979492,-1.0,-1.0,-1.0,-0.993881083539236
2022-07-22 00:00:00-04:00,AAT,25.366233825683597,-1.0,-1.0,-1.0,-0.9903258026057218
2022-07-25 00:00:00-04:00,AAT,25.59699249267578,-1.0,-1.0,-1.0,-0.9901844846842752
2022-07-26 00:00:00-04:00,AAT,25.38332748413086,-1.0,-1.0,-1.0,-0.9923288781478272
2022-07-27 00:00:00-04:00,AAT,25.52007102966309,-1.0,-1.0,-1.0,-0.9909514414917514
2022-07-28 00:00:00-04:00,AAT,25.8704833984375,-1.0,-1.0,-1.0,-0.983153287307566
2022-07-29 00:00:00-04:00,AAT,25.836292266845703,-1.0,-1.0,-1.0,-0.982752403367928
2022-08-01 00:00:00-04:00,AAT,25.656818389892575,-1.0,-1.0,-1.0,-0.993330997905848
2022-08-02 00:00:00-04:00,AAT,24.98164176940918,-1.0,-1.0,-1.0,-0.9952596473960238
2022-08-03 00:00:00-04:00,AAT,24.87908172607422,-1.0,-1.0,-1.0,-0.9905996087140938
2022-08-04 00:00:00-04:00,AAT,24.733787536621094,-1.0,-1.0,-1.0,-0.9852586702150832
2022-08-05 00:00:00-04:00,AAT,25.02436828613281,-1.0,25.02436828613281,-2.599204097183579,-0.7634438873948612
2022-08-08 00:00:00-04:00,AAT,25.3064079284668,-1.0,-1.0,-1.0,-0.9815903550124444
2022-08-09 00:00:00-04:00,AAT,25.272218704223636,-1.0,-1.0,-1.0,-0.9823856643221668
2022-08-10 00:00:00-04:00,AAT,25.63117790222168,-1.0,-1.0,-1.0,-0.9821118882049896
2022-08-11 00:00:00-04:00,AAT,25.79356384277344,25.79356384277344,-1.0,-1.0,-0.9954869275872958
2022-08-12 00:00:00-04:00,AAT,26.007230758666992,-1.0,-1.0,-1.0,-0.992317676871726
2022-08-15 00:00:00-04:00,AAT,26.19525146484375,-1.0,-1.0,-1.0,-0.9840890655658014
2022-08-16 00:00:00-04:00,AAT,26.12687873840332,-1.0,-1.0,-1.0,-0.9920516589532336
2022-08-17 00:00:00-04:00,AAT,25.50298118591309,-1.0,-1.0,-1.0,-0.9968920521664474
2022-08-18 00:00:00-04:00,AAT,25.776466369628903,-1.0,-1.0,-1.0,-0.9912835769867268
2022-08-19 00:00:00-04:00,AAT,25.374780654907227,-1.0,-1.0,-1.0,-0.9941799795203092
2022-08-22 00:00:00-04:00,AAT,24.69105529785156,-1.0,24.69105529785156,-1.1186520787273055,-1.7132276842380043
2022-08-23 00:00:00-04:00,AAT,24.374834060668945,-1.0,-1.0,-1.0,-0.9816367833042196
2022-08-24 00:00:00-04:00,AAT,24.40047264099121,-1.0,-1.0,-1.0,-0.9820765046810558
2022-08-25 00:00:00-04:00,AAT,24.767972946166992,-1.0,-1.0,-1.0,-0.9829259122649064
2022-08-26 00:00:00-04:00,AAT,24.383378982543945,-1.0,-1.0,-1.0,-0.981324169108298
2022-08-29 00:00:00-04:00,AAT,24.31500816345215,-1.0,-1.0,-1.0,-0.9814893784272508
2022-08-30 00:00:00-04:00,AAT,24.05006217956543,-1.0,-1.0,-1.0,-0.9823085486980466
2022-08-31 00:00:00-04:00,AAT,23.725292205810547,-1.0,-1.0,-1.0,-0.982373693349194
2022-09-01 00:00:00-04:00,AAT,23.63982582092285,-1.0,-1.0,-1.0,-0.9832535798605831
2022-09-02 00:00:00-04:00,AAT,23.42616271972656,-1.0,-1.0,-1.0,-0.9827625599139722
2022-09-06 00:00:00-04:00,AAT,23.597095489501957,-1.0,-1.0,-1.0,-0.9825729423958334
2022-09-07 00:00:00-04:00,AAT,23.90837860107422,-1.0,-1.0,-1.0,-0.9851257952144488
2022-09-08 00:00:00-04:00,AAT,24.18507575988769,-1.0,-1.0,-1.0,-0.9824048338281688
2022-09-09 00:00:00-04:00,AAT,24.254247665405277,24.254247665405277,-1.0,-1.0,-0.9991012481976936
2022-09-12 00:00:00-04:00,AAT,24.600122451782227,-1.0,-1.0,-1.0,-0.9838776234335967
2022-09-13 00:00:00-04:00,AAT,23.66626739501953,-1.0,-1.0,-1.0,-1.006654731397631
2022-09-14 00:00:00-04:00,AAT,23.34633445739746,-1.0,23.34633445739746,-1.4431341232959451,-1.585240888027741
2022-09-15 00:00:00-04:00,AAT,23.34633445739746,-1.0,-1.0,-1.0,-0.9822977100791171
2022-09-16 00:00:00-04:00,AAT,23.700857162475582,-1.0,-1.0,-1.0,-0.9829133797086118
2022-09-19 00:00:00-04:00,AAT,23.52791786193848,-1.0,-1.0,-1.0,-0.982677054431524
2022-09-20 00:00:00-04:00,AAT,23.450098037719727,-1.0,-1.0,-1.0,-0.9821519033588832
2022-09-21 00:00:00-04:00,AAT,23.009111404418945,-1.0,-1.0,-1.0,-0.9824918531405228
2022-09-22 00:00:00-04:00,AAT,22.65459251403809,-1.0,-1.0,-1.0,-0.9711058629747528
2022-09-23 00:00:00-04:00,AAT,22.014728546142575,-1.0,-1.0,-1.0,-0.971663749429386
2022-09-26 00:00:00-04:00,AAT,21.314340591430664,-1.0,-1.0,-1.0,-0.9740227237426328
2022-09-27 00:00:00-04:00,AAT,20.92523956298828,-1.0,-1.0,-1.0,-0.9721378795919844
2022-09-28 00:00:00-04:00,AAT,22.109846115112305,-1.0,-1.0,-1.0,-0.9724112229120874
2022-09-29 00:00:00-04:00,AAT,21.77262115478516,-1.0,-1.0,-1.0,-0.9700238133526052
2022-09-30 00:00:00-04:00,AAT,22.239547729492188,-1.0,-1.0,-1.0,-0.9361067218850464
2022-10-03 00:00:00-04:00,AAT,22.19631576538086,22.19631576538086,-1.0,-1.0,-0.9854263044260628
2022-10-04 00:00:00-04:00,AAT,22.65459251403809,-1.0,-1.0,-1.0,-0.9581399257272378
2022-10-05 00:00:00-04:00,AAT,21.893674850463867,-1.0,-1.0,-1.0,-0.9973258914437104
2022-10-06 00:00:00-04:00,AAT,21.63426971435547,-1.0,-1.0,-1.0,-0.9897242398693556
2022-10-07 00:00:00-04:00,AAT,21.54780387878418,-1.0,-1.0,-1.0,-0.9888526276133784
2022-10-10 00:00:00-04:00,AAT,21.55645179748535,-1.0,-1.0,-1.0,-0.9880523223667176
2022-10-11 00:00:00-04:00,AAT,21.87638092041016,-1.0,-1.0,-1.0,-0.9552100891514782
2022-10-12 00:00:00-04:00,AAT,21.746681213378903,-1.0,-1.0,-1.0,-0.9889683718485374
2022-10-13 00:00:00-04:00,AAT,21.997438430786133,-1.0,21.997438430786133,-0.9997569422141162,-0.7334979422268952
2022-10-14 00:00:00-04:00,AAT,21.582387924194336,-1.0,-1.0,-1.0,-0.9719930831965832
2022-10-17 00:00:00-04:00,AAT,22.49030494689941,-1.0,-1.0,-1.0,-0.8435210649514028
2022-10-18 00:00:00-04:00,AAT,22.76700210571289,22.76700210571289,-1.0,-1.0,-0.9765856928989236
2022-10-19 00:00:00-04:00,AAT,22.153076171875,-1.0,-1.0,-1.0,-0.994234481524566
2022-10-20 00:00:00-04:00,AAT,22.33466148376465,-1.0,-1.0,-1.0,-0.9780632932401908
2022-10-21 00:00:00-04:00,AAT,22.69782829284668,-1.0,-1.0,-1.0,-0.9432298368544174
